0,-0.000000,0.000000,-0.000000,0.000000
2,-0.000000,0.000000,-0.000000,0.000000
4,-0.000000,0.000000,-0.000000,0.000000
6,-0.000000,0.000000,-0.000000,0.000000
8,-0.000000,0.000000,-0.000000,0.000000
10,-0.000000,0.000000,-0.000000,0.000000
12,-0.000000,0.000000,-0.000000,0.000000
14,-0.000000,0.000000,-0.000000,0.000000
16,-0.000000,0.000000,-0.000000,0.000000
18,-0.000000,0.000000,-0.000000,0.000000
20,-0.000000,0.000000,-0.000000,0.000000
22,-0.000000,0.000000,-0.000000,0.000000
24,-0.000000,0.000000,-0.000000,0.000000
26,-0.000000,0.000000,-0.000000,0.000000
28,-0.000000,0.000000,-0.000000,0.000000
30,-0.000000,0.000000,-0.000000,0.000000
32,2.266667,0.000000,-0.000000,0.000000
34,2.266667,0.000000,-0.000000,0.000000
36,2.266667,0.000000,-0.000000,0.000000
38,2.266667,0.000000,-0.000000,0.000000
40,2.266667,0.000000,-0.000000,0.000000
42,2.266667,0.000000,10.466667,-2.400000
44,2.266667,0.000000,10.466667,-2.400000
46,2.266667,0.000000,10.466667,-2.400000
48,2.266667,0.000000,10.466667,-2.400000
50,2.266667,0.000000,10.466667,-2.400000
52,3.933333,-3.266667,9.466667,-3.400000
54,3.933333,-3.266667,9.466667,-3.400000
56,3.933333,-3.266667,9.466667,-3.400000
58,3.933333,-3.266667,9.466667,-3.400000
60,14.800000,-5.866667,10.266667,-5.333333
62,14.800000,-5.866667,10.266667,-5.333333
64,14.800000,-5.866667,10.266667,-5.333333
66,14.800000,-5.866667,10.266667,-5.333333
68,14.800000,-5.866667,10.266667,-5.333333
70,32.000000,-16.266667,24.133333,-17.866667
72,32.000000,-16.266667,24.133333,-17.866667
74,32.000000,-16.266667,24.133333,-17.866667
76,32.000000,-16.266667,24.133333,-17.866667
78,32.000000,-16.266667,24.133333,-17.866667
80,53.800000,-32.333333,42.333333,-34.666667
82,53.800000,-32.333333,42.333333,-34.666667
84,53.800000,-32.333333,42.333333,-34.666667
86,53.800000,-32.333333,42.333333,-34.666667
88,53.800000,-32.333333,42.333333,-34.666667
90,75.866667,-45.866667,66.333333,-45.666667
92,75.866667,-45.866667,66.333333,-45.666667
94,75.866667,-45.866667,66.333333,-45.666667
96,75.866667,-45.866667,66.333333,-45.666667
98,94.066667,-74.866667,87.466667,-53.666667
100,94.066667,-74.866667,87.466667,-53.666667
102,94.066667,-74.866667,87.466667,-53.666667
104,94.066667,-74.866667,87.466667,-53.666667
106,94.066667,-74.866667,87.466667,-53.666667
108,87.266667,-86.266667,83.933333,-60.066667
110,87.266667,-86.266667,83.933333,-60.066667
112,87.266667,-86.266667,83.933333,-60.066667
114,87.266667,-86.266667,83.933333,-60.066667
116,87.266667,-86.266667,83.933333,-60.066667
118,59.266667,-76.666667,57.800000,-63.866667
120,59.266667,-76.666667,57.800000,-63.866667
122,59.266667,-76.666667,57.800000,-63.866667
124,59.266667,-76.666667,57.800000,-63.866667
126,59.266667,-76.666667,57.800000,-63.866667
128,34.866667,-67.266667,42.000000,-54.333333
130,34.866667,-67.266667,42.000000,-54.333333
132,34.866667,-67.266667,42.000000,-54.333333
134,34.866667,-67.266667,42.000000,-54.333333
136,34.866667,-67.266667,42.000000,-54.333333
138,27.133333,-58.533333,45.266667,-64.466667
140,27.133333,-58.533333,45.266667,-64.466667
142,27.133333,-58.533333,45.266667,-64.466667
144,27.133333,-58.533333,45.266667,-64.466667
146,27.133333,-58.533333,45.266667,-64.466667
148,19.266667,-58.733333,34.133333,-80.266667
150,19.266667,-58.733333,34.133333,-80.266667
152,19.266667,-58.733333,34.133333,-80.266667
154,19.266667,-58.733333,34.133333,-80.266667
156,19.266667,-58.733333,34.133333,-80.266667
158,31.866667,-78.066667,43.266667,-85.266667
160,31.866667,-78.066667,43.266667,-85.266667
162,31.866667,-78.066667,43.266667,-85.266667
164,31.866667,-78.066667,43.266667,-85.266667
166,31.866667,-78.066667,43.266667,-85.266667
168,57.733333,-102.000000,52.666667,-89.866667
170,57.733333,-102.000000,52.666667,-89.866667
172,57.733333,-102.000000,52.666667,-89.866667
174,57.733333,-102.000000,52.666667,-89.866667
176,57.733333,-102.000000,52.666667,-89.866667
178,68.666667,-110.466667,50.266667,-98.333333
180,68.666667,-110.466667,50.266667,-98.333333
182,68.666667,-110.466667,50.266667,-98.333333
184,68.666667,-110.466667,50.266667,-98.333333
186,68.666667,-110.466667,50.266667,-98.333333
188,63.533333,-102.600000,55.200000,-106.866667
190,63.533333,-102.600000,55.200000,-106.866667
192,63.533333,-102.600000,55.200000,-106.866667
194,63.533333,-102.600000,55.200000,-106.866667
196,63.533333,-102.600000,55.200000,-106.866667
198,57.933333,-100.533333,53.600000,-107.200000
200,57.933333,-100.533333,53.600000,-107.200000
202,57.933333,-100.533333,53.600000,-107.200000
204,57.933333,-100.533333,53.600000,-107.200000
206,57.933333,-100.533333,53.600000,-107.200000
208,59.066667,-114.000000,50.000000,-106.066667
210,59.066667,-114.000000,50.000000,-106.066667
212,59.066667,-114.000000,50.000000,-106.066667
214,59.066667,-114.000000,50.000000,-106.066667
216,59.066667,-114.000000,50.000000,-106.066667
218,68.466667,-128.866667,62.933333,-114.733333
220,68.466667,-128.866667,62.933333,-114.733333
222,68.466667,-128.866667,62.933333,-114.733333
224,68.466667,-128.866667,62.933333,-114.733333
226,68.466667,-128.866667,62.933333,-114.733333
228,82.933333,-133.000000,73.266667,-131.866667
230,82.933333,-133.000000,73.266667,-131.866667
232,82.933333,-133.000000,73.266667,-131.866667
234,82.933333,-133.000000,73.266667,-131.866667
236,82.933333,-133.000000,73.266667,-131.866667
238,87.533333,-132.200000,84.333333,-136.066667
240,87.533333,-132.200000,84.333333,-136.066667
242,87.533333,-132.200000,84.333333,-136.066667
244,87.533333,-132.200000,84.333333,-136.066667
246,87.533333,-132.200000,84.333333,-136.066667
248,90.200000,-120.733333,96.333333,-135.933333
250,90.200000,-120.733333,96.333333,-135.933333
252,90.200000,-120.733333,96.333333,-135.933333
254,90.200000,-120.733333,96.333333,-135.933333
256,90.200000,-120.733333,96.333333,-135.933333
258,94.800000,-114.933333,98.533333,-124.866667
260,94.800000,-114.933333,98.533333,-124.866667
262,94.800000,-114.933333,98.533333,-124.866667
264,94.800000,-114.933333,98.533333,-124.866667
266,94.800000,-114.933333,98.533333,-124.866667
268,95.733333,-129.866667,97.000000,-133.466667
270,95.733333,-129.866667,97.000000,-133.466667
272,95.733333,-129.866667,97.000000,-133.466667
274,95.733333,-129.866667,97.000000,-133.466667
276,93.133333,-146.533333,99.333333,-141.200000
278,93.133333,-146.533333,99.333333,-141.200000
280,93.133333,-146.533333,99.333333,-141.200000
282,93.133333,-146.533333,99.333333,-141.200000
284,93.133333,-146.533333,99.333333,-141.200000
286,100.333333,-151.666667,99.733333,-140.466667
288,100.333333,-151.666667,99.733333,-140.466667
290,100.333333,-151.666667,99.733333,-140.466667
292,100.333333,-151.666667,99.733333,-140.466667
294,100.333333,-151.666667,99.733333,-140.466667
296,111.133333,-156.866667,104.400000,-152.466667
298,111.133333,-156.866667,104.400000,-152.466667
300,111.133333,-156.866667,104.400000,-152.466667
302,111.133333,-156.866667,104.400000,-152.466667
304,111.133333,-156.866667,104.400000,-152.466667
306,113.600000,-150.000000,112.333333,-152.733333
308,113.600000,-150.000000,112.333333,-152.733333
310,113.600000,-150.000000,112.333333,-152.733333
312,113.600000,-150.000000,112.333333,-152.733333
314,113.600000,-150.000000,112.333333,-152.733333
316,117.533333,-145.666667,117.000000,-152.600000
318,117.533333,-145.666667,117.000000,-152.600000
320,117.533333,-145.666667,117.000000,-152.600000
322,117.533333,-145.666667,117.000000,-152.600000
324,117.533333,-145.666667,117.000000,-152.600000
326,127.733333,-149.266667,122.066667,-151.666667
328,127.733333,-149.266667,122.066667,-151.666667
330,127.733333,-149.266667,122.066667,-151.666667
332,127.733333,-149.266667,122.066667,-151.666667
334,127.733333,-149.266667,122.066667,-151.666667
336,128.266667,-151.866667,127.733333,-155.333333
338,128.266667,-151.866667,127.733333,-155.333333
340,128.266667,-151.866667,127.733333,-155.333333
342,128.266667,-151.866667,127.733333,-155.333333
344,128.266667,-151.866667,127.733333,-155.333333
346,128.666667,-156.000000,129.466667,-152.933333
348,128.666667,-156.000000,129.466667,-152.933333
350,128.666667,-156.000000,129.466667,-152.933333
352,128.666667,-156.000000,129.466667,-152.933333
354,128.666667,-156.000000,129.466667,-152.933333
356,130.000000,-160.733333,130.533333,-163.333333
358,130.000000,-160.733333,130.533333,-163.333333
360,130.000000,-160.733333,130.533333,-163.333333
362,130.000000,-160.733333,130.533333,-163.333333
364,130.000000,-160.733333,130.533333,-163.333333
366,139.266667,-165.866667,137.066667,-164.333333
368,139.266667,-165.866667,137.066667,-164.333333
370,139.266667,-165.866667,137.066667,-164.333333
372,139.266667,-165.866667,137.066667,-164.333333
374,139.266667,-165.866667,137.066667,-164.333333
376,132.666667,-160.200000,134.200000,-171.533333
378,132.666667,-160.200000,134.200000,-171.533333
380,132.666667,-160.200000,134.200000,-171.533333
382,132.666667,-160.200000,134.200000,-171.533333
384,132.666667,-160.200000,134.200000,-171.533333
386,135.200000,-167.600000,137.733333,-167.066667
388,135.200000,-167.600000,137.733333,-167.066667
390,135.200000,-167.600000,137.733333,-167.066667
392,135.200000,-167.600000,137.733333,-167.066667
394,135.200000,-167.600000,137.733333,-167.066667
396,142.266667,-161.400000,142.733333,-167.800000
398,142.266667,-161.400000,142.733333,-167.800000
400,142.266667,-161.400000,142.733333,-167.800000
402,142.266667,-161.400000,142.733333,-167.800000
404,142.266667,-161.400000,142.733333,-167.800000
406,146.600000,-159.533333,136.466667,-162.533333
408,146.600000,-159.533333,136.466667,-162.533333
410,146.600000,-159.533333,136.466667,-162.533333
412,146.600000,-159.533333,136.466667,-162.533333
414,146.600000,-159.533333,136.466667,-162.533333
416,145.266667,-167.333333,150.266667,-162.133333
418,145.266667,-167.333333,150.266667,-162.133333
420,145.266667,-167.333333,150.266667,-162.133333
422,145.266667,-167.333333,150.266667,-162.133333
424,145.266667,-167.333333,150.266667,-162.133333
426,150.200000,-165.266667,148.000000,-165.133333
428,150.200000,-165.266667,148.000000,-165.133333
430,150.200000,-165.266667,148.000000,-165.133333
432,150.200000,-165.266667,148.000000,-165.133333
434,150.200000,-165.266667,148.000000,-165.133333
436,153.200000,-166.466667,153.800000,-165.266667
438,153.200000,-166.466667,153.800000,-165.266667
440,153.200000,-166.466667,153.800000,-165.266667
442,153.200000,-166.466667,153.800000,-165.266667
444,152.333333,-166.066667,151.133333,-157.933333
446,152.333333,-166.066667,151.133333,-157.933333
448,152.333333,-166.066667,151.133333,-157.933333
450,152.333333,-166.066667,151.133333,-157.933333
452,152.333333,-166.066667,151.133333,-157.933333
454,154.400000,-159.600000,156.000000,-160.400000
456,154.400000,-159.600000,156.000000,-160.400000
458,154.400000,-159.600000,156.000000,-160.400000
460,154.400000,-159.600000,156.000000,-160.400000
462,154.400000,-159.600000,156.000000,-160.400000
464,163.200000,-160.066667,162.266667,-159.866667
466,163.200000,-160.066667,162.266667,-159.866667
468,163.200000,-160.066667,162.266667,-159.866667
470,163.200000,-160.066667,162.266667,-159.866667
472,163.200000,-160.066667,162.266667,-159.866667
474,155.933333,-161.600000,152.933333,-156.666667
476,155.933333,-161.600000,152.933333,-156.666667
478,155.933333,-161.600000,152.933333,-156.666667
480,155.933333,-161.600000,152.933333,-156.666667
482,155.933333,-161.600000,152.933333,-156.666667
484,162.000000,-155.400000,163.133333,-158.266667
486,162.000000,-155.400000,163.133333,-158.266667
488,162.000000,-155.400000,163.133333,-158.266667
490,162.000000,-155.400000,163.133333,-158.266667
492,162.000000,-155.400000,163.133333,-158.266667
494,158.666667,-158.200000,154.200000,-160.600000
496,158.666667,-158.200000,154.200000,-160.600000
498,158.666667,-158.200000,154.200000,-160.600000
500,158.666667,-158.200000,154.200000,-160.600000
502,158.666667,-158.200000,154.200000,-160.600000
504,160.866667,-159.533333,159.200000,-150.866667
506,160.866667,-159.533333,159.200000,-150.866667
508,160.866667,-159.533333,159.200000,-150.866667
510,160.866667,-159.533333,159.200000,-150.866667
512,160.866667,-159.533333,159.200000,-150.866667
514,163.200000,-153.266667,160.466667,-163.266667
516,163.200000,-153.266667,160.466667,-163.266667
518,163.200000,-153.266667,160.466667,-163.266667
520,163.200000,-153.266667,160.466667,-163.266667
522,163.200000,-153.266667,160.466667,-163.266667
524,168.000000,-154.466667,165.333333,-153.400000
526,168.000000,-154.466667,165.333333,-153.400000
528,168.000000,-154.466667,165.333333,-153.400000
530,168.000000,-154.466667,165.333333,-153.400000
532,168.000000,-154.466667,165.333333,-153.400000
534,158.533333,-152.066667,166.066667,-156.133333
536,158.533333,-152.066667,166.066667,-156.133333
538,158.533333,-152.066667,166.066667,-156.133333
540,158.533333,-152.066667,166.066667,-156.133333
542,158.533333,-152.066667,166.066667,-156.133333
544,164.733333,-148.133333,169.666667,-152.466667
546,164.733333,-148.133333,169.666667,-152.466667
548,164.733333,-148.133333,169.666667,-152.466667
550,164.733333,-148.133333,169.666667,-152.466667
552,164.733333,-148.133333,169.666667,-152.466667
554,161.200000,-151.666667,160.800000,-153.466667
556,161.200000,-151.666667,160.800000,-153.466667
558,161.200000,-151.666667,160.800000,-153.466667
560,161.200000,-151.666667,160.800000,-153.466667
562,161.200000,-151.666667,160.800000,-153.466667
564,157.733333,-150.400000,161.133333,-145.466667
566,157.733333,-150.400000,161.133333,-145.466667
568,157.733333,-150.400000,161.133333,-145.466667
570,157.733333,-150.400000,161.133333,-145.466667
572,157.733333,-150.400000,161.133333,-145.466667
574,155.733333,-148.666667,157.933333,-150.333333
576,155.733333,-148.666667,157.933333,-150.333333
578,155.733333,-148.666667,157.933333,-150.333333
580,155.733333,-148.666667,157.933333,-150.333333
582,155.733333,-148.666667,157.933333,-150.333333
584,153.133333,-149.800000,154.600000,-149.933333
586,153.133333,-149.800000,154.600000,-149.933333
588,153.133333,-149.800000,154.600000,-149.933333
590,153.133333,-149.800000,154.600000,-149.933333
592,153.133333,-149.800000,154.600000,-149.933333
594,148.200000,-150.600000,154.066667,-145.733333
596,148.200000,-150.600000,154.066667,-145.733333
598,148.200000,-150.600000,154.066667,-145.733333
600,148.200000,-150.600000,154.066667,-145.733333
602,153.866667,-145.400000,154.266667,-152.400000
604,153.866667,-145.400000,154.266667,-152.400000
606,153.866667,-145.400000,154.266667,-152.400000
608,153.866667,-145.400000,154.266667,-152.400000
610,153.866667,-145.400000,154.266667,-152.400000
612,148.133333,-149.866667,151.600000,-145.400000
614,148.133333,-149.866667,151.600000,-145.400000
616,148.133333,-149.866667,151.600000,-145.400000
618,148.133333,-149.866667,151.600000,-145.400000
620,148.133333,-149.866667,151.600000,-145.400000
622,154.400000,-150.800000,155.000000,-149.400000
624,154.400000,-150.800000,155.000000,-149.400000
626,154.400000,-150.800000,155.000000,-149.400000
628,154.400000,-150.800000,155.000000,-149.400000
630,154.400000,-150.800000,155.000000,-149.400000
632,156.133333,-148.533333,150.800000,-149.533333
634,156.133333,-148.533333,150.800000,-149.533333
636,156.133333,-148.533333,150.800000,-149.533333
638,156.133333,-148.533333,150.800000,-149.533333
640,156.133333,-148.533333,150.800000,-149.533333
642,150.666667,-149.800000,153.333333,-151.533333
644,150.666667,-149.800000,153.333333,-151.533333
646,150.666667,-149.800000,153.333333,-151.533333
648,150.666667,-149.800000,153.333333,-151.533333
650,150.666667,-149.800000,153.333333,-151.533333
652,152.533333,-154.666667,151.000000,-148.000000
654,152.533333,-154.666667,151.000000,-148.000000
656,152.533333,-154.666667,151.000000,-148.000000
658,152.533333,-154.666667,151.000000,-148.000000
660,152.533333,-154.666667,151.000000,-148.000000
662,148.133333,-147.066667,150.000000,-154.666667
664,148.133333,-147.066667,150.000000,-154.666667
666,148.133333,-147.066667,150.000000,-154.666667
668,148.133333,-147.066667,150.000000,-154.666667
670,148.133333,-147.066667,150.000000,-154.666667
672,141.800000,-153.933333,147.533333,-149.733333
674,141.800000,-153.933333,147.533333,-149.733333
676,141.800000,-153.933333,147.533333,-149.733333
